TimeStamp,fase,mode,right_torque,left_torque,x,y,th,xLC,y_LC,th_LC
47.645097,1,2,-1.605031,2.328704,14.059431,-0.089764,-0.0758826.270975,-0.733925,-0.16859,
47.680096,1,2,-1.961416,2.395364,14.068514,-0.090453,-0.0757076.281508,-0.735716,-0.168343,
47.715074,1,2,-1.574734,2.241366,14.079243,-0.091266,-0.0756086.293551,-0.737763,-0.168175,
47.75507,1,2,-1.169291,1.924467,14.091378,-0.092184,-0.0751936.304085,-0.739551,-0.16783,
47.795065,1,2,-1.102054,2.088087,14.104967,-0.093202,-0.0743126.315997,-0.741564,-0.16702,
47.830174,1,2,-1.259037,2.136567,14.115428,-0.093978,-0.0737236.327792,-0.743548,-0.166311,
47.870079,1,2,-1.337817,2.033547,14.127386,-0.094858,-0.0732116.338167,-0.745289,-0.165919,
47.915094,1,2,-1.113597,2.483766,14.140722,-0.095832,-0.0724836.351355,-0.747492,-0.165191,
47.960063,1,2,-1.428717,2.893344,14.154029,-0.096793,-0.0715576.364516,-0.749681,-0.164265,
48.005071,1,2,-1.240857,2.391087,14.164297,-0.097528,-0.0713166.377559,-0.751841,-0.164033,
48.050111,1,2,-1.392357,2.578947,14.180418,-0.098678,-0.0710446.390617,-0.754001,-0.163751,
48.100079,1,2,-1.56752,3.198846,14.193666,-0.099618,-0.0707126.405187,-0.756405,-0.16335,
48.140068,1,2,-1.985082,3.596304,14.206974,-0.100557,-0.0700836.418307,-0.758564,-0.162771,
48.185061,1,2,-1.906302,3.586686,14.220012,-0.101472,-0.0703486.429782,-0.760449,-0.163056,
48.230095,1,2,-1.768074,3.36852,14.233274,-0.102408,-0.0705606.442901,-0.762608,-0.163268,
48.265077,1,2,-1.840794,3.306141,14.242076,-0.10303,-0.0704386.455975,-0.764762,-0.163134,
48.310073,1,2,-1.870516,3.54248,14.256805,-0.10407,-0.0706306.466177,-0.766442,-0.163338,
48.350072,1,2,-1.640814,3.340722,14.265771,-0.104705,-0.0706556.478022,-0.768394,-0.16337,
48.405057,1,2,-1.949296,3.431622,14.282011,-0.105856,-0.0711726.495639,-0.771303,-0.164014,
48.450048,1,2,-1.919573,3.378861,14.297054,-0.106931,-0.0712116.508949,-0.773506,-0.164075,
48.500074,1,2,-1.634754,3.51824,14.310525,-0.107891,-0.0710246.522304,-0.775714,-0.163591,
48.540086,1,2,-1.846276,3.877559,14.323893,-0.108839,-0.0703956.535438,-0.777878,-0.163062,
48.595064,1,2,-2.112916,3.932099,14.341542,-0.11008,-0.0699036.551445,-0.780508,-0.162591,
48.645047,1,2,-1.961993,4.523476,14.356243,-0.111107,-0.0693046.567484,-0.783135,-0.161822,
48.695063,1,2,-2.066136,4.344479,14.369552,-0.112027,-0.0688736.580621,-0.785278,-0.161589,
48.745061,1,2,-2.017754,4.222067,14.385825,-0.11315,-0.0687966.595254,-0.787663,-0.161484,
48.795051,1,2,-1.877563,4.387323,14.400556,-0.114164,-0.0686926.609843,-0.790039,-0.161428,
48.840041,1,2,-1.932066,4.57094,14.415452,-0.11519,-0.0688326.623113,-0.792201,-0.161539,
48.890041,1,2,-2.238095,5.237355,14.427264,-0.116004,-0.0685206.637688,-0.794575,-0.161138,
48.945066,1,2,-1.730086,4.340885,14.445169,-0.117235,-0.0689656.653965,-0.797225,-0.161553,
48.990072,1,2,-2.250336,5.180472,14.456861,-0.118043,-0.0689516.667027,-0.799355,-0.161766,
49.035038,1,2,-1.730086,4.222797,14.473476,-0.119196,-0.0699086.681998,-0.801804,-0.162694,
49.080055,1,2,-1.504207,4.059338,14.485644,-0.120054,-0.0709766.694079,-0.803794,-0.163811,
49.120073,1,2,-1.735624,3.727029,14.497886,-0.120931,-0.0722906.707711,-0.806056,-0.165252,
49.170051,1,2,-1.534227,3.484003,14.511668,-0.121939,-0.0738306.721339,-0.80834,-0.166989,
49.220052,1,2,-0.999034,2.793549,14.528741,-0.123216,-0.0753246.736681,-0.810936,-0.168208,
49.265052,1,2,-0.98576,2.28273,14.542728,-0.124284,-0.0771586.750539,-0.813302,-0.170042,
49.315033,1,2,-0.949977,2.189328,14.556536,-0.125358,-0.0780056.765637,-0.815901,-0.170968,
49.355034,1,2,-0.7676,1.72521,14.570208,-0.126433,-0.0791016.777657,-0.817981,-0.172035,
49.39505,1,2,-0.8888,2.001468,14.58225,-0.127391,-0.0793806.789558,-0.82005,-0.172017,
49.450046,1,2,-1.112443,2.306247,14.597164,-0.128575,-0.0790256.805763,-0.822863,-0.171592,
49.485031,1,2,-0.774814,2.370405,14.609102,-0.12952,-0.0787616.816054,-0.824647,-0.17125,
49.535025,1,2,-1.288183,2.762526,14.622118,-0.130541,-0.0778896.830310,-0.827106,-0.170655,
49.585047,1,2,-1.4948,3.287244,14.636511,-0.131662,-0.0772946.845928,-0.829792,-0.170041,
49.635022,1,2,-1.62812,3.247326,14.652446,-0.132894,-0.0768266.858856,-0.832009,-0.169465,
49.685021,1,2,-2.057802,4.030845,14.666824,-0.134,-0.0766776.873041,-0.834435,-0.169414,
49.735039,1,2,-2.378978,3.389202,14.681262,-0.135112,-0.0774166.888880,-0.83715,-0.17033,
49.785024,1,2,-2.197756,3.998759,14.696043,-0.13626,-0.0772126.901984,-0.839402,-0.169949,
49.825036,1,2,-2.180153,3.5849,14.707997,-0.137186,-0.0772946.913904,-0.841448,-0.170177,
49.870033,1,2,-2.015956,3.437682,14.721656,-0.138247,-0.0777476.928885,-0.844024,-0.170512,
49.910106,1,2,-1.871671,3.251601,14.733669,-0.139185,-0.0781256.939251,-0.845812,-0.17091,
49.945025,1,2,-1.538948,2.892283,14.744291,-0.140018,-0.0781766.949690,-0.847614,-0.170962,
49.985024,1,2,-1.701414,3.043782,14.756319,-0.140959,-0.0780096.963133,-0.849932,-0.170625,
50.025026,1,2,-1.544431,3.100101,14.768378,-0.1419,-0.0775466.973530,-0.851722,-0.170233,
50.065032,1,2,-1.762014,3.27156,14.780407,-0.142834,-0.0771826.985450,-0.85377,-0.169868,
50.110026,1,2,-1.446894,3.312201,14.793873,-0.143871,-0.0766006.998734,-0.856044,-0.169089,
50.145027,1,2,-1.440834,3.209181,14.804407,-0.144676,-0.0760587.009163,-0.857822,-0.168795,
50.19003,1,2,-1.259035,3.100101,14.818068,-0.145718,-0.0762167.022639,-0.860119,-0.168853,
50.225011,1,2,-1.089355,2.971062,14.828497,-0.146513,-0.0760227.032950,-0.861876,-0.168659,
50.275028,1,2,-1.646297,3.564218,14.843222,-0.147631,-0.0755217.047522,-0.864354,-0.168406,
50.315028,1,2,-1.820882,3.274062,14.855042,-0.148527,-0.0758527.059194,-0.866339,-0.16849,
50.350021,1,2,-2.008742,3.59096,14.865247,-0.149303,-0.0760087.070688,-0.868295,-0.168675,
50.395023,1,2,-2.051739,3.5243,14.878428,-0.150308,-0.0762707.082315,-0.870277,-0.168908,
50.43501,1,2,-2.088099,3.944219,14.891686,-0.15132,-0.0758897.095392,-0.872506,-0.168626,
50.48001,1,2,-2.046256,3.77276,14.903342,-0.152205,-0.0757777.106990,-0.87448,-0.168464,
50.520005,1,2,-1.846854,3.54248,14.915402,-0.153122,-0.0759077.118884,-0.876505,-0.168693,
50.560034,1,2,-2.148699,3.962399,14.928868,-0.154151,-0.0763147.130717,-0.878523,-0.169022,
50.610009,1,2,-2.004413,3.738179,14.940718,-0.155056,-0.0761507.145436,-0.881034,-0.169063,
50.660014,1,2,-1.617151,3.318261,14.958897,-0.156448,-0.0763447.160405,-0.88359,-0.169051,
50.700011,1,2,-1.97354,3.225588,14.969326,-0.157245,-0.0762497.172209,-0.885604,-0.169084,
50.745004,1,2,-1.99172,3.542487,14.984183,-0.158383,-0.0764887.186883,-0.888111,-0.169175,
50.785003,1,2,-1.780774,3.788445,14.995974,-0.159285,-0.0761277.198480,-0.89009,-0.168914,
50.825007,1,2,-2.17352,3.968466,15.006208,-0.160066,-0.0760857.210122,-0.892074,-0.168899,
50.865008,1,2,-1.762594,3.700047,15.018149,-0.160976,-0.0760187.220404,-0.893826,-0.168607,
50.905003,1,2,-2.204397,3.968466,15.031316,-0.161977,-0.0758367.233466,-0.89605,-0.168672,
50.939995,1,2,-2.234697,3.968466,15.04176,-0.162772,-0.0757917.243821,-0.897812,-0.168527,
50.980015,1,2,-2.330502,4.051526,15.052265,-0.163569,-0.0756457.254207,-0.899579,-0.168381,
51.020003,1,2,-1.695934,3.584907,15.0644,-0.164488,-0.0754287.266250,-0.901624,-0.168015,
51.064997,1,2,-1.157171,3.116508,15.076806,-0.165423,-0.0749107.280025,-0.903958,-0.167575,
51.110075,1,2,-0.684491,2.769309,15.09379,-0.166697,-0.0749227.293770,-0.906283,-0.16763,
51.150001,1,2,-1.2827,3.094047,15.104399,-0.167494,-0.0750237.305724,-0.908307,-0.167858,
51.204995,1,2,-1.0706,2.910468,15.121008,-0.168745,-0.0752877.322176,-0.911096,-0.168024,
51.250002,1,2,-0.702093,2.730442,15.134595,-0.169773,-0.0756937.335609,-0.913377,-0.168528,
51.294996,1,2,-0.780296,2.619583,15.149499,-0.1709,-0.0752897.348850,-0.915626,-0.167996,
51.340006,1,2,-0.671793,2.597122,15.159943,-0.171689,-0.0753427.362136,-0.91788,-0.168008,
51.37999,1,2,-1.077235,3.396318,15.173231,-0.172691,-0.0750597.373765,-0.919852,-0.167648,
51.430018,1,2,-1.573,3.45336,15.186145,-0.17366,-0.0749307.387969,-0.922255,-0.167647,
51.480001,1,2,-1.991139,4.417954,15.202083,-0.174854,-0.0742657.402204,-0.92466,-0.166953,
51.529999,1,2,-2.680823,5.125194,15.214624,-0.175785,-0.0738937.416041,-0.926988,-0.166414,
51.58,1,2,-2.379555,5.234273,15.228962,-0.176841,-0.0730037.430294,-0.929377,-0.165571,
51.625002,1,2,-2.458335,5.133755,15.243481,-0.177895,-0.0718137.444654,-0.931767,-0.164382,
51.669983,1,2,-2.548658,5.176898,15.257895,-0.178927,-0.0715647.456039,-0.933653,-0.164272,
51.715022,1,2,-2.96016,5.744035,15.26957,-0.179765,-0.0717987.469021,-0.935806,-0.164437,
51.754992,1,2,-2.33829,5.501636,15.281484,-0.180622,-0.0717337.480849,-0.93777,-0.164518,
51.799993,1,2,-2.894077,5.235719,15.296241,-0.181685,-0.0725177.495474,-0.940201,-0.165204,
51.839986,1,2,-1.824345,4.59942,15.307017,-0.182469,-0.0725667.507596,-0.942223,-0.165281,
51.889988,1,2,-3.03288,5.645296,15.320187,-0.183426,-0.0727797.520636,-0.944398,-0.165544,
51.924999,1,2,-2.549812,5.043578,15.332249,-0.184307,-0.0731077.532594,-0.946398,-0.16597,
51.964996,1,2,-2.270476,4.242604,15.34443,-0.185202,-0.0739277.544669,-0.948425,-0.166988,
52.004992,1,2,-2.016533,4.337062,15.358287,-0.186235,-0.0747247.555322,-0.950223,-0.167432,
52.054987,1,2,-1.835311,4.005541,15.372247,-0.187284,-0.0755707.570649,-0.952819,-0.168503,
52.094977,1,2,-1.864456,3.725003,15.384485,-0.188217,-0.0768847.582733,-0.954881,-0.169669,
52.13498,1,2,-1.846276,2.642767,15.396915,-0.189183,-0.0784427.595020,-0.956995,-0.171326,
52.179987,1,2,-1.374175,2.333707,15.41081,-0.190285,-0.0800797.608768,-0.959383,-0.173013,
52.22498,1,2,-0.97537,1.521669,15.426349,-0.191542,-0.0815957.622601,-0.961809,-0.174302,
52.274972,1,2,-1.174195,1.596168,15.440166,-0.192679,-0.0825907.637776,-0.964489,-0.175326,
52.324981,1,2,-1.156592,1.906283,15.456916,-0.194066,-0.0827547.652803,-0.967152,-0.175461,
52.364973,1,2,-1.58512,1.843905,15.467443,-0.19494,-0.0830047.664682,-0.969259,-0.175592,
52.404985,1,2,-1.549914,2.37218,15.479362,-0.195931,-0.0827897.677877,-0.971599,-0.175357,
52.454997,1,2,-1.772979,2.374682,15.493945,-0.197135,-0.0820437.690837,-0.973891,-0.174632,
52.499975,1,2,-1.961416,2.57644,15.507107,-0.198213,-0.0812687.703843,-0.976181,-0.173955,
52.539981,1,2,-2.088099,3.0067,15.52024,-0.19928,-0.0807897.716806,-0.978456,-0.173428,
52.574977,1,2,-2.245659,3.140019,15.530426,-0.200103,-0.0803027.725439,-0.979967,-0.17301,
52.614981,1,2,-2.445638,2.748622,15.542079,-0.201038,-0.0799937.738389,-0.982227,-0.172631,
52.654979,1,2,-2.192273,3.01098,15.552311,-0.201857,-0.0797527.750023,-0.984255,-0.172418,
52.689977,1,2,-2.270476,3.27762,15.564083,-0.202796,-0.0794417.758702,-0.985765,-0.172149,
52.73498,1,2,-2.62802,3.198847,15.575856,-0.203732,-0.0793287.773324,-0.988306,-0.172191,
52.774964,1,2,-2.5553,2.662008,15.587912,-0.204694,-0.0797547.785180,-0.99037,-0.17252,
52.814961,1,2,-2.57954,3.259447,15.599715,-0.205636,-0.0796407.795381,-0.992146,-0.172278,
52.854977,1,2,-2.277694,2.797107,15.613223,-0.206712,-0.0794047.808776,-0.994475,-0.17209,
52.889958,1,2,-2.60378,2.778927,15.623769,-0.207551,-0.0791097.817691,-0.996024,-0.171817,
52.929964,1,2,-2.143797,2.746848,15.635692,-0.208494,-0.0788957.829475,-0.998067,-0.171603,
52.969957,1,2,-2.168037,2.948607,15.644668,-0.209202,-0.0785737.842784,-1.00037,-0.170922,
53.009965,1,2,-2.464977,3.372085,15.658118,-0.210256,-0.0777447.854527,-1.002394,-0.170263,
53.049971,1,2,-2.149857,3.063747,15.671419,-0.211288,-0.0773137.864791,-1.004156,-0.17002,
53.089958,1,2,-1.938334,3.156427,15.681967,-0.212103,-0.0770197.878162,-1.006449,-0.169438,
53.134972,1,2,-2.56136,3.144307,15.695285,-0.213126,-0.0762417.891313,-1.008695,-0.168809,
53.179952,1,2,-2.44622,3.586687,15.70986,-0.214231,-0.0749527.904230,-1.010889,-0.16759,
53.229975,1,2,-2.815297,3.768478,15.722984,-0.215215,-0.0748197.918671,-1.013331,-0.167388,
53.274961,1,2,-3.015854,4.178055,15.737485,-0.216298,-0.0741747.931515,-1.015498,-0.166812,
53.319952,1,2,-2.955254,4.113897,15.750669,-0.217277,-0.0741407.944641,-1.017709,-0.166876,
53.364967,1,2,-3.246133,4.170216,15.763928,-0.218262,-0.0740557.959083,-1.020141,-0.166872,
53.414961,1,2,-2.865508,3.405602,15.778608,-0.219354,-0.0744957.972282,-1.022366,-0.167083,
53.459969,1,2,-3.040671,3.687919,15.792226,-0.220369,-0.0742087.987124,-1.024868,-0.166924,
53.504951,1,2,-2.617049,3.405602,15.804168,-0.221256,-0.0742407.999095,-1.026885,-0.166905,
53.539962,1,2,-2.465549,2.712984,15.818235,-0.222303,-0.0743428.011495,-1.028976,-0.167028,
53.584966,1,2,-2.023747,2.710482,15.832168,-0.223339,-0.0740018.023733,-1.031037,-0.166709,
53.624976,1,2,-0.964404,1.874927,15.843182,-0.224154,-0.0737508.036179,-1.033129,-0.166288,
53.669943,1,2,-1.320211,1.836065,15.857386,-0.225198,-0.0731098.050210,-1.035481,-0.165795,
53.704944,1,2,-0.72085,1.934804,15.868147,-0.225984,-0.0726148.060778,-1.037246,-0.16535,
53.754943,1,2,-1.033505,1.778155,15.881796,-0.226979,-0.0730188.075742,-1.039746,-0.165586,
53.799951,1,2,-1.918659,2.909734,15.896418,-0.228045,-0.0726678.088723,-1.041913,-0.165355,
53.839937,1,2,-1.308932,2.664911,15.90965,-0.229004,-0.0719908.100358,-1.043851,-0.164698,
53.879938,1,2,-1.66276,2.920178,15.919813,-0.229736,-0.0717018.111846,-1.045759,-0.164438,
53.919938,1,2,-1.779051,3.405502,15.931474,-0.230571,-0.0710958.123365,-1.047666,-0.163684,
53.964954,1,2,-2.18913,3.872463,15.945665,-0.231573,-0.0700098.135981,-1.049743,-0.162716,
54.009955,1,2,-1.816357,3.573285,15.95586,-0.232287,-0.0697198.148984,-1.051876,-0.162238,
54.055023,1,2,-3.319691,5.000448,15.970008,-0.233269,-0.0689808.161439,-1.05391,-0.161718,
54.09994,1,2,-2.757762,4.750234,15.984544,-0.234273,-0.0687298.175836,-1.056257,-0.16122,
54.13994,1,2,-3.124998,5.420972,15.995954,-0.235052,-0.0676828.185731,-1.057863,-0.160389,
54.179932,1,2,-3.070495,5.443658,16.005985,-0.235731,-0.0672468.198650,-1.05995,-0.160011,
54.219947,1,2,-1.854071,4.337069,16.018277,-0.236559,-0.0672258.210887,-1.061924,-0.15984,
54.259931,1,2,-1.714691,4.211588,16.030675,-0.237392,-0.0670538.223198,-1.063908,-0.159816,
54.304956,1,2,-1.502014,4.175228,16.04439,-0.238312,-0.0669628.236710,-1.066084,-0.159726,
54.349937,1,2,-1.477197,4.370927,16.059767,-0.239342,-0.0667998.248873,-1.068042,-0.159507,
54.394936,1,2,-1.011154,4.227266,16.072179,-0.240174,-0.0669748.262681,-1.070265,-0.159709,
54.439945,1,2,-1.107537,3.948506,16.08748,-0.241204,-0.0672578.276295,-1.072461,-0.159964,
54.484942,1,2,-0.496054,3.363189,16.099755,-0.242037,-0.0683728.291462,-1.074918,-0.161334,
54.524935,1,2,-0.786357,4.291425,16.111732,-0.242858,-0.0682078.303267,-1.076836,-0.160922,
54.559939,1,2,-0.96758,3.601308,16.122271,-0.243579,-0.0685558.312198,-1.078288,-0.161341,
54.610025,1,2,-0.865137,4.012665,16.135745,-0.244507,-0.0686668.326965,-1.080693,-0.161283,
54.644923,1,2,-0.501537,3.966686,16.147632,-0.245322,-0.0683048.337289,-1.082371,-0.160991,
54.684938,1,2,-0.840897,4.499244,16.160912,-0.246231,-0.0679728.348946,-1.084264,-0.160679,
54.724935,1,2,-0.706999,4.360579,16.171183,-0.246928,-0.0676328.361997,-1.086377,-0.160349,
54.774929,1,2,-1.028178,5.306993,16.185737,-0.24791,-0.0666408.374947,-1.088465,-0.159179,
54.819928,1,2,-1.088201,5.686993,16.198839,-0.248781,-0.0660138.389350,-1.090775,-0.158483,
54.859918,1,2,-1.390623,5.739754,16.210384,-0.249542,-0.0657058.399307,-1.092366,-0.158443,
54.914919,1,2,-1.826942,6.686892,16.225866,-0.250564,-0.0660858.414673,-1.094825,-0.158772,
54.964913,1,2,-1.71238,6.039196,16.240434,-0.25153,-0.0665268.429104,-1.097138,-0.159361,
55.004914,1,2,-1.802702,5.845999,16.253669,-0.252417,-0.0675308.440733,-1.099011,-0.160237,
55.054931,1,2,-1.446317,5.549059,16.267171,-0.253339,-0.0690248.457082,-1.101667,-0.162382,
55.099912,1,2,-1.597817,4.874622,16.280864,-0.254301,-0.0717528.470656,-1.103906,-0.164912,
55.139912,1,2,-1.512977,4.278964,16.294809,-0.255321,-0.0745268.482996,-1.105975,-0.167607,
55.184928,1,2,-1.137258,3.836585,16.30585,-0.256155,-0.0764498.495419,-1.108089,-0.169806,
55.229918,1,2,-0.925735,2.469529,16.320044,-0.257261,-0.0795668.509551,-1.110532,-0.173168,
55.28491,1,2,-0.743936,1.780469,16.337359,-0.258673,-0.0828868.528093,-1.113806,-0.17632,
55.334927,1,2,-0.816656,1.926965,16.354343,-0.260103,-0.0851238.543276,-1.116525,-0.177887,
55.379923,1,2,-1.125138,1.795425,16.368052,-0.261279,-0.0860708.555295,-1.118693,-0.179004,
55.419928,1,2,-0.756056,1.789365,16.380101,-0.262322,-0.0864978.567196,-1.120848,-0.179332,
55.459934,1,2,-2.020285,2.717599,16.393153,-0.263454,-0.0864648.578596,-1.122913,-0.179172,
55.494924,1,2,-2.631766,2.544361,16.403108,-0.264321,-0.0873158.588428,-1.124698,-0.180023,
55.529944,1,2,-1.955933,2.955718,16.411749,-0.265078,-0.0868998.598350,-1.126504,-0.179488,
55.584929,1,2,-2.518358,3.701096,16.425893,-0.266302,-0.0860118.613737,-1.129286,-0.178679,
55.624921,1,2,-2.930437,3.114,16.43875,-0.267412,-0.0864268.626465,-1.131589,-0.179292,
55.674904,1,2,-3.795861,3.689699,16.451442,-0.268513,-0.0866968.639001,-1.133861,-0.179363,
55.719918,1,2,-3.881278,3.68186,16.465882,-0.26977,-0.0871888.651875,-1.136198,-0.179974,
55.759916,1,2,-4.093955,4.030838,16.477423,-0.27078,-0.0873258.663243,-1.138267,-0.180111,
55.804916,1,2,-3.653307,3.231642,16.489232,-0.271815,-0.0873598.676441,-1.14067,-0.180223,
55.849926,1,2,-3.924853,3.213462,16.50424,-0.273132,-0.0877448.689801,-1.143105,-0.180481,
55.894918,1,2,-3.393305,3.027381,16.516348,-0.274198,-0.0877748.703323,-1.145574,-0.180489,
55.93492,1,2,-3.114545,2.845582,16.531627,-0.275539,-0.0868718.716892,-1.148044,-0.179557,
55.979911,1,2,-3.253348,2.821342,16.543648,-0.276582,-0.0860128.728706,-1.150183,-0.178798,
56.029935,1,2,-2.624264,2.591062,16.55884,-0.277885,-0.0849128.743742,-1.152892,-0.1774,
56.07991,1,2,-2.768549,2.98674,16.573825,-0.279147,-0.0830238.758532,-1.15553,-0.175562,
56.124922,1,2,-2.629746,3.250878,16.587393,-0.280263,-0.0808088.771909,-1.157888,-0.173248,
56.179915,1,2,-1.963725,2.845582,16.602352,-0.281464,-0.0793168.789784,-1.161002,-0.171366,
56.229905,1,2,-2.368594,3.493284,16.618827,-0.282755,-0.0769628.802934,-1.163266,-0.16955,
56.264907,1,2,-2.658319,3.653346,16.628957,-0.283531,-0.0760808.813038,-1.164991,-0.168667,
56.299909,1,2,-2.253454,3.507906,16.639417,-0.284325,-0.0751938.823350,-1.166744,-0.167682,
56.334905,1,2,-3.148602,4.367703,16.649579,-0.285087,-0.0743118.833309,-1.168426,-0.166999,
56.369894,1,2,-2.447374,3.548547,16.659846,-0.28585,-0.0738728.843609,-1.170161,-0.166559,
56.419903,1,2,-2.289237,3.938166,16.673466,-0.286851,-0.0727948.858440,-1.172644,-0.165263,
56.459883,1,2,-2.174674,3.578847,16.683913,-0.287611,-0.0724528.865871,-1.173883,-0.165159,
56.494883,1,2,-2.174674,3.578847,16.683913,-0.287611,-0.0724528.865871,-1.173883,-0.165159,
56.53492,1,2,-1.949877,3.639447,16.709492,-0.289461,-0.0717528.894130,-1.178585,-0.16422,
56.574913,1,2,-1.557131,3.538206,16.721707,-0.290335,-0.0711878.904775,-1.180347,-0.163725,
56.609883,1,2,-1.925637,4.075044,16.732171,-0.291078,-0.0703018.915052,-1.182042,-0.163087,
56.649891,1,2,-1.241434,3.407388,16.744206,-0.291925,-0.0700368.926987,-1.184003,-0.162723,
56.694913,1,2,-1.84628,3.693987,16.75753,-0.292855,-0.0694568.940182,-1.186165,-0.162093,
56.734902,1,2,-1.453532,4.036898,16.769476,-0.293686,-0.0690938.951956,-1.18809,-0.161681,
56.779882,1,2,-1.755377,4.404778,16.782562,-0.294584,-0.0682208.964947,-1.190202,-0.160956,
56.819905,1,2,-1.549914,3.9788,16.794509,-0.295401,-0.0681538.976767,-1.192121,-0.16089,
56.854893,1,2,-1.459014,3.861881,16.804944,-0.296113,-0.0681578.987106,-1.193799,-0.160844,
56.899925,1,2,-1.712957,5.014335,16.816772,-0.296918,-0.0674019.001492,-1.196126,-0.159605,
56.93989,1,2,-1.652934,4.750197,16.829859,-0.297795,-0.0667259.011744,-1.197775,-0.159461,
56.979891,1,2,-1.222098,3.692924,16.843633,-0.29872,-0.0676229.023876,-1.199731,-0.16033,
57.014894,1,2,-1.458437,4.725957,16.852526,-0.299322,-0.0674019.034083,-1.201381,-0.160039,
57.054874,1,2,-1.766919,4.742358,16.865641,-0.300209,-0.0680109.045652,-1.20325,-0.160718,
57.099877,1,2,-1.622057,4.2679,16.876224,-0.300933,-0.0687059.059056,-1.205429,-0.161668,
57.134896,1,2,-1.561457,4.518139,16.88814,-0.301757,-0.0693319.069393,-1.207117,-0.161919,
57.174872,1,2,-1.507494,4.574457,16.901613,-0.302691,-0.0692439.081240,-1.209052,-0.161951,
57.219884,1,2,-1.40332,3.840143,16.912271,-0.303433,-0.0698879.094834,-1.211278,-0.162849,
57.274882,1,2,-0.720273,3.125064,16.930815,-0.304745,-0.0716589.113175,-1.214307,-0.164817,
57.31489,1,2,-0.919098,3.235923,16.943012,-0.305627,-0.0727259.123699,-1.216061,-0.165511,
57.354886,1,2,-0.883315,3.213462,16.9566,-0.306621,-0.0732299.135627,-1.218056,-0.165937,
57.409884,1,2,-0.846378,2.957163,16.970217,-0.307625,-0.0743279.152023,-1.22081,-0.166894,
57.454885,1,2,-0.786356,3.001362,16.985003,-0.308724,-0.0743209.166672,-1.223279,-0.167184,
57.499883,1,2,-1.197281,3.66368,16.998216,-0.309707,-0.0742859.179739,-1.225481,-0.16705,
57.544881,1,2,-1.258458,3.719999,17.011445,-0.310692,-0.0743999.192760,-1.227676,-0.167066,
57.579881,1,2,-0.889375,3.80306,17.023193,-0.311566,-0.0739899.201476,-1.229144,-0.166697,
57.629903,1,2,-1.494797,4.565896,17.036259,-0.31253,-0.0732659.215788,-1.231547,-0.165854,
57.674887,1,2,-1.66996,4.933776,17.049235,-0.313479,-0.0727399.228680,-1.233703,-0.165426,
57.714886,1,2,-1.404474,4.879236,17.062496,-0.314441,-0.0719629.241811,-1.235889,-0.1646,
57.75489,1,2,-1.283277,4.786567,17.072885,-0.315187,-0.0714239.253521,-1.237831,-0.16409,
57.794881,1,2,-1.313,4.972648,17.08465,-0.316028,-0.0712609.263677,-1.239511,-0.163948,
57.844877,1,2,-1.700263,5.116308,17.100576,-0.317163,-0.0713379.280910,-1.242362,-0.164103,
57.884882,1,2,-1.827523,5.372608,17.112415,-0.318011,-0.0717179.289718,-1.243821,-0.164425,
57.929907,1,2,-1.876003,5.045368,17.127456,-0.319094,-0.0721529.304595,-1.246292,-0.164859,
57.979876,1,2,-1.234797,4.738809,17.140821,-0.320062,-0.0725119.319264,-1.248735,-0.165297,
58.019869,1,2,-1.966903,4.623669,17.152628,-0.320925,-0.0738809.330968,-1.250695,-0.166765,
58.064884,1,2,-1.5554,4.117131,17.166318,-0.32195,-0.0756199.344549,-1.252992,-0.168552,
58.109888,1,2,-1.6463,3.74925,17.181637,-0.323123,-0.0774849.358170,-1.25532,-0.170191,
58.159867,1,2,-1.149957,3.262671,17.193917,-0.324084,-0.0789459.373384,-1.257947,-0.171907,
58.20987,1,2,-1.40996,3.248049,17.210803,-0.325433,-0.0806409.388505,-1.260584,-0.173524,
58.244887,1,2,-1.063525,2.753854,17.221601,-0.326309,-0.0812829.399190,-1.26246,-0.174017,
58.284868,1,2,-0.715817,2.43126,17.233821,-0.327305,-0.0813609.412772,-1.264847,-0.174272,
58.319853,1,2,-0.935575,2.777607,17.24441,-0.328169,-0.0812139.423162,-1.266675,-0.173879,
58.364866,1,2,-0.959475,3.478947,17.257738,-0.32925,-0.0803869.434841,-1.268721,-0.172925,
58.409876,1,2,-1.46078,3.823497,17.270932,-0.330305,-0.0793139.447896,-1.270994,-0.172,
58.449857,1,2,-0.879907,3.340701,17.28278,-0.331245,-0.0789529.459576,-1.273022,-0.17154,
58.504854,1,2,-0.923334,3.409824,17.299177,-0.332539,-0.0785279.475812,-1.275832,-0.171313,
58.539849,1,2,-1.007856,3.395786,17.309664,-0.333364,-0.0784319.486148,-1.277619,-0.171118,
58.584878,1,2,-1.35673,3.593441,17.322858,-0.334401,-0.0784469.497741,-1.279622,-0.171154,
58.619858,1,2,-1.009022,3.285615,17.33324,-0.335217,-0.0785009.509422,-1.281642,-0.171287,
58.65987,1,2,-1.39287,3.357265,17.345133,-0.336154,-0.0787819.521266,-1.283692,-0.171467,
58.694859,1,2,-1.405112,3.487595,17.355635,-0.336983,-0.0787349.531631,-1.285486,-0.171372,
58.739855,1,2,-1.035392,3.42912,17.368994,-0.338034,-0.0782039.544866,-1.287774,-0.170939,
58.784875,1,2,-0.985758,2.975343,17.384074,-0.339215,-0.0781939.558248,-1.290083,-0.1709,
